BPLC_NM,BZSTAT_SE_NM,CLSBIZ_YMD,CRD_INFO_X,CRD_INFO_Y,DAT_UPDT_PNT,DAT_UPDT_SE,DTL_SALS_STTS_CD,DTL_SALS_STTS_NM,LAST_MDFCN_PNT,LCPMT_RTRCN_YMD,LCPMT_YMD,LCTN_AREA,LCTN_ZIP,LOTNO_ADDR,MNG_NO,OPN_ATMY_GRP_CD,ROAD_NM_ADDR,ROAD_NM_ZIP,ROBIZ_YMD,SALS_STTS_CD,SALS_STTS_NM,STOR_SE_NM,TCBIZ_BGNG_YMD,TCBIZ_END_YMD,TELNO
롯데쇼핑(주)롯데슈퍼 안양점,구분없음,,192239.486759078,433247.024065133,2026-04-21 03:03:03,U,1,정상영업,2026-04-20 10:19:49,,2011-09-02,1365.5,430-013,경기도 안양시 만안구 안양3동 900번지 10호 101,2011383018607500001,3830000,경기도 안양시 만안구 안양로329번길 108 (안양동),,,01,영업/정상,준대규모점포,,,031-464-5603
주식회사 홈플러스익스프레스 유천점,구분없음,,235271.554635198,313449.152345815,2026-05-03 22:38:33,U,1,정상영업,2026-07-15 09:05:35,,2011-09-02,373.8,,대전광역시 중구 유천동 322번지 13호 동양빌딩,2011365011507500004,3650000,"대전광역시 중구 평촌로 58, 동양빌딩 (유천동)",34887,,01,영업/정상,준대규모점포,,,042-528-8543
주식회사 홈플러스익스프레스 오류점,복합쇼핑몰,,236729.864926468,313791.240075357,2026-05-03 22:38:33,U,1,정상영업,2026-07-15 13:15:56,,2011-09-02,462.8,301-829,대전광역시 중구 오류동 175번지 8호,2011365011507500003,3650000,대전광역시 중구 계룡로 858 (오류동),,,01,영업/정상,준대규모점포,,,042-525-8847
농협하나로마트 용호점,그 밖의 대규모점포,,392349.348327263,181234.845528669,2026-05-06 22:35:19,I,1,정상영업,2025-03-07 13:02:55,,2011-09-02,1552.99,608-838,부산광역시 남구 용호4동 541번지 18호,2011331008207500006,3310000,부산광역시 남구 용호로 228 (용호동),,,01,영업/정상,준대규모점포,,,051-621-3200
GS더프레시 동소문점,구분없음,,200841.726990037,454721.505180141,2025-12-15 16:15:28,I,1,정상영업,2025-05-13 15:57:29,,2011-09-02,1202,,,2011307018907500001,3070000,"서울특별시 성북구 성북로4길 52 (돈암동, 한진아파트)",,,01,영업/정상,준대규모점포,,,
GS THE FRESH 낙성대점,구분없음,,196501.159765837,441640.881044209,2025-12-15 16:15:28,I,1,정상영업,2025-08-01 18:04:52,,2011-09-01,529,151-818,서울특별시 관악구 봉천동 1629번지 2호,2011320019107500002,3200000,서울특별시 관악구 봉천로 576 (봉천동),,,01,영업/정상,준대규모점포,,,02-2039-8215
경성쇼핑상가,그 밖의 대규모점포,,233760.108129755,316051.323101169,2026-05-07 22:30:16,I,1,정상영업,2024-05-16 20:26:09,,2011-08-31,6573,,,2011366012507500001,3660000,대전광역시 서구 대덕대로 150 (갈마동),,,01,영업/정상,대규모점포,,,042-522-5532
롯데쇼핑(주)롯데슈퍼 다대점,그 밖의 대규모점포,2021-05-18,379672.134128232,174638.869997904,2026-05-07 22:31:32,I,3,폐업처리,2021-05-18 13:47:33,,2011-08-31,810.9,604-824,부산광역시 사하구 다대1동 649번지,2011334008007500004,3340000,부산광역시 사하구 윤공단로 4 (다대동),,,03,폐업,준대규모점포,,,
롯데쇼핑(주)롯데슈퍼 당리점,그 밖의 대규모점포,,380034.928521695,180376.056556666,2026-05-20 03:03:03,U,1,정상영업,2026-05-19 17:53:10,,2011-08-31,437.4,604-828,부산광역시 사하구 당리동 115번지,2011334008007500003,3340000,부산광역시 사하구 제석로 68 (당리동),,,01,영업/정상,준대규모점포,,,
(주)서원유통 탑마트 다대점,그 밖의 대규모점포,,379679.239411081,174871.825606384,2026-05-07 22:31:32,I,1,정상영업,2025-04-26 16:09:10,,2011-08-31,786.92,604-823,부산광역시 사하구 다대1동 943번지 8호,2011334008007500002,3340000,부산광역시 사하구 다대로554번길 7 (다대동),,,01,영업/정상,준대규모점포,,,051-330-1501
(주)지에스리테일 문정점,구분없음,2016-03-22,211350.099419457,442328.447083979,2025-12-15 16:15:28,I,3,폐업처리,2016-03-22 11:19:37,,2011-08-31,224,,,2014323019807500002,3230000,서울특별시 송파구 새말로 136 (문정동),,,03,폐업,준대규모점포,,,02-409-8880
반송아이필프라자,그 밖의 대규모점포,,352078.381388973,194234.704691712,2026-04-30 22:00:15,I,1,정상영업,2023-04-12 10:25:59,,2011-08-30,3169.54,642-818,경상남도 창원시 성산구 반림동 17번지 9호,2011567024107500011,5670000,경상남도 창원시 성산구 반송로 148-9 (반림동),,,01,영업/정상,대규모점포,,,055-274-3413
안동봉화축산업협동조합 하나로마트,대형마트,,350799.243155088,342655.597379063,2026-03-11 01:24:08,I,1,정상영업,2015-04-28 11:41:44,,2011-08-30,4209.73,760-300,경상북도 안동시 송현동 564번지,2011507017807500001,5070000,경상북도 안동시 경동로 220 (송현동),,,01,영업/정상,대규모점포,,,
롯데슈퍼태안동문점,그 밖의 대규모점포,,137793.003461125,361266.412968466,2026-03-26 22:48:23,I,4,직권취소,2014-01-19 10:09:46,,2011-08-30,909.12,357-905,충청남도 태안군 태안읍 동문리 340번지 15호,2011462007607500001,4620000,,,,04,취소/말소/만료/정지/중지,준대규모점포,,,
롯데쇼핑(주)롯데슈퍼대연2동점,그 밖의 대규모점포,2021-02-16,390195.849928706,183602.493480861,2026-05-06 22:35:19,I,3,폐업처리,2021-02-16 17:17:48,,2011-08-29,1107.8,608-816,부산광역시 남구 대연2동 1756번지 9호,2011331008207500005,3310000,부산광역시 남구 천제등로 11 (대연동),,,03,폐업,준대규모점포,,,051-633-5601
롯데쇼핑(주)롯데슈퍼 대연점,그 밖의 대규모점포,,390512.228639238,183862.718098719,2026-05-20 03:03:03,U,1,정상영업,2026-05-19 17:33:00,,2011-08-29,710.4,608-807,부산광역시 남구 대연5동 1742번지 4호 외 1필지,2011331008207500004,3310000,"부산광역시 남구 못골로 78 (대연동,외 1필지)",,2026-02-01,01,영업/정상,준대규모점포,2025-12-31,2026-01-31,
롯데쇼핑(주)롯데슈퍼잠실3동점,구분없음,,207553.918225133,445383.338011122,2026-05-16 03:03:03,U,1,정상영업,2026-05-15 18:10:51,,2011-08-29,288,138-915,서울특별시 송파구 잠실3동 35번지 2호,2011323019807500004,3230000,서울특별시 송파구 석촌호수로 61 (잠실동),,,01,영업/정상,준대규모점포,,,22905853
롯데쇼핑(주)롯데슈퍼신천점,구분없음,,207270.219021574,445550.277249649,2026-05-16 03:03:03,U,1,정상영업,2026-05-15 18:11:29,,2011-08-29,300.01,138-908,서울특별시 송파구 잠실2동 19번지 8호,2011323019807500003,3230000,서울특별시 송파구 올림픽로 111 (잠실동),,,01,영업/정상,준대규모점포,,,22905853
홈플러스(주)익스프레스 부산하단점,그 밖의 대규모점포,2023-04-26,378440.378781483,179570.672411706,2026-05-07 22:31:32,I,3,폐업처리,2023-04-26 18:17:05,,2011-08-26,339,604-858,부산광역시 사하구 하단1동 1184번지 1호,2011334008007500001,3340000,부산광역시 사하구 하신번영로201번길 10 (하단동),,,03,폐업,준대규모점포,,,051-207-5839
주식회사 홈플러스익스프레스 남성점,복합쇼핑몰,,,,2026-07-01 03:03:03,U,1,정상영업,2026-06-30 09:21:04,,2011-08-26,978.3,156-819,서울특별시 동작구 사당3동 252번지 22호,2011319012807500003,3190000,서울특별시 동작구 사당로 215 (사당동),,,01,영업/정상,준대규모점포,,,02-3481-8542
탑마트 감만점,그 밖의 대규모점포,2023-10-04,389699.055973041,181675.810892818,2026-05-06 22:35:18,I,3,폐업처리,2023-10-04 15:04:38,,2011-08-24,1081.62,608-801,부산광역시 남구 감만1동 163번지 10호,2011331008207500003,3310000,부산광역시 남구 홍곡로 3 (감만동),,,03,폐업,준대규모점포,,,051-635-8580
㈜지에스리테일 GS수퍼 강북미아점,구분없음,,201602.577531291,457290.100695375,2026-04-30 22:35:18,I,1,정상영업,2025-05-23 12:05:15,,2011-08-23,490,142-100,서울특별시 강북구 미아동 1357번지 6호,2011308013907500004,3080000,서울특별시 강북구 삼양로27길 35-21 (미아동),,,01,영업/정상,준대규모점포,,,69338701
(주)지에스리테일번동점,대형마트,2016-11-30,202888.313576922,459197.373185929,2026-04-30 22:35:18,I,3,폐업처리,2017-04-11 14:13:41,,2011-08-23,870,142-866,서울특별시 강북구 번2동 433번지 1호,2011308013907500003,3080000,서울특별시 강북구 덕릉로 176 (번동),,,03,폐업,준대규모점포,,,
GS수퍼마켓 강서방화점,그 밖의 대규모점포,2012-07-27,183106.102043946,451758.106858582,2025-12-15 16:15:28,I,3,폐업처리,2012-07-30 16:31:04,,2011-08-19,410,157-851,서울특별시 강서구 방화2동 589번지 21호,2011315012307500004,3150000,,,,03,폐업,준대규모점포,,,02-666-6606
롯데쇼핑(주)롯데슈퍼 감삼점,대형마트,2018-05-08,339153.892739569,262422.712704336,2025-12-15 16:15:28,I,3,폐업처리,2018-05-08 17:35:13,,2011-08-18,275.5,704-953,대구광역시 달서구 감삼동 69번지 8호,2014347011707500002,3470000,대구광역시 달서구 달구벌대로 1599 (감삼동),,,03,폐업,준대규모점포,,,
롯데쇼핑(주) 롯데슈퍼남산점,복합쇼핑몰,,342303.123487642,263634.294525217,2026-05-08 22:34:09,U,1,정상영업,2026-04-17 10:40:05,,2011-08-17,870.7,700-808,대구광역시 중구 남산4동 2971번지 11호,2011341007107500002,3410000,대구광역시 중구 달구벌대로 1936 (남산동),,,01,영업/정상,준대규모점포,,,053-252-5601
롯데슈퍼 남포동점,그 밖의 대규모점포,2016-08-23,384798.705877111,179647.549138984,2025-12-15 16:15:28,I,3,폐업처리,2016-08-23 11:06:09,,2011-08-17,521.4,600-805,부산광역시 중구 부평동1가,2011325008307500002,3250000,부산광역시 중구 중구로 13 (부평동1가),,,03,폐업,준대규모점포,,,02-2290-5853
(주)이마트에브리데이 감삼동점,대형마트,2023-02-15,338567.066452569,261520.851015673,2025-12-15 16:15:28,I,3,폐업처리,2023-02-15 14:57:15,,2011-08-16,1412.83,704-905,대구광역시 달서구 감삼동 507번지 1호,2014347011707500009,3470000,대구광역시 달서구 장기로 238 (감삼동),,,03,폐업,준대규모점포,,,
주식회사 홈플러스익스프레스 숭인점,구분없음,,201359.53353905,452395.659064842,2026-07-09 22:48:10,U,1,정상영업,2026-07-08 10:16:06,,2011-08-16,273.3,,서울특별시 종로구 숭인동 76 롯데캐슬 천지인,2011300012907500001,3000000,"서울특별시 종로구 종로 347, 1층 (숭인동, 롯데캐슬 천지인)",03113,,01,영업/정상,준대규모점포,,,02-743-8545
롯데쇼핑(주) 롯데슈퍼 화서3점,구분없음,2020-05-31,199473.580177915,419997.304971529,2026-03-11 01:45:41,I,3,폐업처리,2022-01-06 20:49:24,,2011-08-12,356.6,,,2011374017307500011,3740000,경기도 수원시 팔달구 동말로25번길 100 (화서동),,,03,폐업,준대규모점포,,,031-422-5601
(주)지에스리테일지에스슈퍼 대전태평점,구분없음,2014-02-10,235551.453072937,313526.538289997,2026-05-03 22:38:33,I,3,폐업처리,2014-04-07 13:58:17,,2011-08-12,1097,301-842,대전광역시 중구 유천2동 196번지 지하1층,2011365011507500002,3650000,"대전광역시 중구 평촌로 84 (유천동,지하1층)",,,03,폐업,준대규모점포,,,
(주)지에스리테일 지에스슈퍼 대전세이점,구분없음,2015-04-30,236652.169401097,313435.556285727,2026-05-03 22:38:32,I,3,폐업처리,2015-05-04 11:17:07,,2011-08-12,1102,301-710,대전광역시 중구 문화1동 1번지 16호 세이백화점 지하1층,2011365011507500001,3650000,"대전광역시 중구 계백로 1700 (문화동,세이백화점 지하1층)",,,03,폐업,준대규모점포,,,
GS더프레시 만수점,구분없음,,176600.648268113,439685.968559441,2026-03-26 22:49:56,I,1,정상영업,2025-05-13 15:31:10,,2011-08-12,356.08,405-854,인천광역시 남동구 만수4동 18번지 제가동 제121호 제207호 제109호 제119호,2011353010407500001,3530000,"인천광역시 남동구 만수로50번길 53 (만수동,제가동 제121호 제207호 제109호 제119호)",,,01,영업/정상,준대규모점포,,,032-461-3417
홈플러스익스프레스 문현점,그 밖의 대규모점포,,388708.504493627,184607.683566291,2026-07-14 22:18:10,U,1,정상영업,2026-07-13 18:41:17,,2011-08-12,383.9,608-821,부산광역시 남구 문현1동 127번지 59호,2011331008207500002,3310000,부산광역시 남구 고동골로 66 (문현동),,,01,영업/정상,준대규모점포,,,051-638-8545
홈플러스(주) 익스프레스 밀리오레점,구분없음,2011-11-10,387920.292113406,186157.316240541,2025-12-15 16:15:28,I,3,폐업처리,2019-01-07 15:33:58,,2011-08-12,1203.5,614-772,부산광역시 부산진구 전포1동 668번지 1호 밀리오레 1층,2011329008507500009,3290000,"부산광역시 부산진구 동천로 92 (전포동,밀리오레 1층)",,,03,폐업,준대규모점포,,,051-922-5101
탑마트 에누리장터 범천점,구분없음,2018-06-08,387258.90102301,184673.757596692,2025-12-15 16:15:28,I,3,폐업처리,2024-01-12 13:45:29,,2011-08-12,802.09,614-833,부산광역시 부산진구 범천2동 1298번지 9호,2011329008507500008,3290000,부산광역시 부산진구 신암로 21 (범천동),,,03,폐업,준대규모점포,,,051-330-2555
(주)홈플러스익스프레스 산본점,구분없음,,,,2026-07-01 03:03:03,U,1,정상영업,2026-06-30 10:00:19,,2011-08-11,397,435-040,경기도 군포시 산본동 1060번지 2호,2011402010807500001,4020000,경기도 군포시 고산로 691 (산본동),,,01,영업/정상,준대규모점포,,,02-3459-8000
GS수퍼마켓 미래점,구분없음,,212277.21202208,429964.013853484,2025-12-15 16:15:28,I,1,정상영업,2025-04-24 16:11:39,,2011-08-11,670,463-819,경기도 성남시 분당구 서현동 312번지 3호 (312-4),2011378019307500003,3780000,"경기도 성남시 분당구 불정로376번길 37 (서현동,(312-4))",,,01,영업/정상,준대규모점포,,,031-701-1913
GS수퍼마켓 분당시범단지점,구분없음,,211043.779309531,431230.68949626,2025-12-15 16:15:28,I,1,정상영업,2025-04-24 16:23:56,,2011-08-11,555,463-050,"경기도 성남시 분당구 서현동 89번지 서현파크 제158호,제159호",2011378019307500002,3780000,"경기도 성남시 분당구 중앙공원로31번길 42 (서현동,서현파크 제158호,제159호)",,,01,영업/정상,준대규모점포,,,031-781-2141
(주)지에스리테일 분당서현점,그 밖의 대규모점포,2017-07-03,211747.991008008,430553.98474372,2025-12-15 16:15:28,I,3,폐업처리,2017-07-04 11:45:35,,2011-08-11,846,463-050,경기도 성남시 분당구 서현동 298번지 3호 지하1층,2011378019307500001,3780000,"경기도 성남시 분당구 돌마로 478 (서현동,지하1층)",,,03,폐업,준대규모점포,,,031-8023-5041
(주)지에스리테일 수영점,구분없음,2018-11-15,392819.209113096,187998.404942507,2025-12-15 16:15:28,I,3,폐업처리,2018-11-16 15:51:50,,2011-08-10,685,,부산광역시 수영구 수영동 483번지 7호,2011338006207500001,3380000,부산광역시 수영구 구락로 61 (수영동),48225,,03,폐업,준대규모점포,,,051-711-2206
(주)지에스리테일 송파점,구분없음,,211259.909777857,443711.702922024,2025-12-15 16:15:28,I,1,정상영업,2025-04-21 18:37:17,,2011-08-10,883,,,2014323019807500001,3230000,"서울특별시 송파구 동남로 189 (가락동, 쌍용아파트)",,,01,영업/정상,준대규모점포,,,02-3401-6251
GS THE FRESH 관악점,구분없음,,195431.465419568,441896.302934956,2025-12-15 16:15:28,I,1,정상영업,2025-08-01 18:06:19,,2011-08-10,1203,151-836,서울특별시 관악구 봉천동 1567번지 1호,2011320019107500001,3200000,서울특별시 관악구 쑥고개로 111 (봉천동),,,01,영업/정상,준대규모점포,,,02-873-0637
주식회사 현대백화점 디큐브시티,백화점,2025-06-30,190107.045415333,445157.626366229,2026-05-01 22:42:20,I,3,폐업처리,2025-07-18 09:34:08,,2011-08-10,38414.15,152-888,서울특별시 구로구 신도림동 692번지,2011316015907500001,3160000,서울특별시 구로구 경인로 662 (신도림동),,,03,폐업,대규모점포,,,02-3416-5282
(주)GS지에스리테일 진해여좌점,그 밖의 대규모점포,,351335.420325117,185009.790493375,2026-04-30 22:00:15,I,1,정상영업,2025-04-16 09:44:37,,2011-08-09,958.37,645-806,경상남도 창원시 진해구 여좌동 761번지 46호,2011567024107500010,5670000,경상남도 창원시 진해구 충장로 87 (여좌동),,,01,영업/정상,준대규모점포,,,055-552-8867
(주)지에스리테일 창원남양점,그 밖의 대규모점포,2018-08-29,355035.945871211,191663.616439782,2026-04-30 22:00:15,I,3,폐업처리,2018-08-29 10:14:51,,2011-08-09,977,642-803,경상남도 창원시 성산구 남양동 22번지 운동시설동,2011567024107500009,5670000,"경상남도 창원시 성산구 가음로15번길 50 (남양동, 성원2차아파트 운동시설)",,,03,폐업,준대규모점포,,,055-266-5560
(주)지에스리테일 대방점,그 밖의 대규모점포,,355398.667712291,191281.336947593,2026-04-30 22:00:15,I,1,정상영업,2025-04-11 10:10:43,,2011-08-09,1543.2,642-805,경상남도 창원시 성산구 대방동 363번지 2호,2011567024107500008,5670000,경상남도 창원시 성산구 가양로124번길 5-12 (대방동),,,01,영업/정상,준대규모점포,,,055-263-4665
(주)지에스리테일창원팔용점,그 밖의 대규모점포,2020-03-21,346765.107975381,196304.368084454,2026-04-30 22:00:15,I,3,폐업처리,2020-09-04 17:45:38,,2011-08-09,872,641-848,경상남도 창원시 의창구 팔용동 101번지 팔용종합상가,2011567024107500007,5670000,"경상남도 창원시 의창구 팔용로 438 (팔용동,팔용종합상가)",,,03,폐업,준대규모점포,,,
(주)GS지에스리테일 마산회원점,구분없음,,342974.493761506,192263.611428005,2026-04-30 22:00:15,I,1,정상영업,2025-04-17 11:28:48,,2011-08-09,677,630-820,경상남도 창원시 마산회원구 회원동 50번지 5호 천지리치빌,2011567024107500006,5670000,"경상남도 창원시 마산회원구 북성로 138, 101호 (회원동, 천지리치빌)",,,01,영업/정상,준대규모점포,,,055-715-7030
(주)서원유통 탑마트 마산해운점,그 밖의 대규모점포,,342105.127165045,187860.660953508,2026-04-30 22:00:15,U,1,정상영업,2026-02-11 17:26:48,,2011-08-09,1795,631-872,경상남도 창원시 마산합포구 해운동 34번지,2011567024107500005,5670000,경상남도 창원시 마산합포구 월영동서로 20 (해운동),,,01,영업/정상,준대규모점포,,,
(주)지에스리테일 명장점,구분없음,,391333.589418805,191690.582020606,2025-12-15 16:15:28,I,1,정상영업,2025-05-02 14:35:32,,2011-08-09,1733,607-112,부산광역시 동래구 명장2동 23번지 2호,2011330007907500001,3300000,부산광역시 동래구 반송로 291 (명장동),,,01,영업/정상,준대규모점포,,,051-524-4944
주식회사 홈플러스익스프레스 망우점,구분없음,,208781.999418607,454740.62692431,2026-08-26 22:48:10,U,1,정상영업,2026-08-25 11:26:21,,2011-08-09,364.6,131-233,서울특별시 중랑구 망우3동 410번지 1호,2011306009507500003,3060000,서울특별시 중랑구 용마산로 494 (망우동),,,01,영업/정상,준대규모점포,,,02-434-8545
주식회사 홈플러스익스프레스 면목점,구분없음,,207708.364765906,453525.741161528,2026-08-12 22:48:10,U,1,정상영업,2026-08-11 17:30:02,,2011-08-09,361.1,131-812,서울특별시 중랑구 면목3.8동 499번지 4호,2011306009507500002,3060000,서울특별시 중랑구 면목로 357 (면목동),,,01,영업/정상,준대규모점포,,,02-493-8545
롯데쇼핑(주) 롯데슈퍼 수원세류점,대형마트,2019-08-27,,,2026-03-11 01:45:41,I,3,폐업처리,2019-08-27 10:08:46,,2011-08-05,180,,,2011374017307500008,3740000,경기도 수원시 권선구 세류로 328-8 (세류동),,,03,폐업,준대규모점포,,,031-898-5602
GS THE FRESH 학익점,그 밖의 대규모점포,,170216.500357923,437843.275382345,2026-03-26 22:48:22,I,1,정상영업,2025-04-21 15:26:06,,2011-08-05,1489,,인천광역시 미추홀구 학익동 256-19,2011351009207500003,3510500,인천광역시 미추홀구 소성로 146 (학익동),22224,,01,영업/정상,준대규모점포,,,032-874-1476
지에스 더프레시(GS THE FRESH) 토월점,구분없음,,353991.929834837,192136.233221503,2026-04-30 22:00:15,I,1,정상영업,2025-04-11 09:09:07,,2011-08-04,1474,642-915,경상남도 창원시 성산구 상남동 45번지 1호 성원주상가,2011567024107500004,5670000,"경상남도 창원시 성산구 동산로 124 (상남동, 성원종합상가)",,,01,영업/정상,준대규모점포,,,055-267-2853
홈플러스익스프레스 메트로시티점,그 밖의 대규모점포,,392474.578116018,183052.21115244,2026-07-14 22:18:10,U,1,정상영업,2026-07-13 18:09:37,,2011-08-04,1141.9,,부산광역시 남구 용호동 176-30 엘지메트로시티,2011331008207500001,3310000,"부산광역시 남구 분포로 113, 1005동 201호 (용호동, 엘지메트로시티)",48516,,01,영업/정상,준대규모점포,,,051-612-8005
(주)지에스리테일 포항두호점,복합쇼핑몰,,414597.491507994,287486.804858091,2026-05-07 22:37:44,I,1,정상영업,2025-05-08 09:30:46,,2011-08-02,1002,791-803,경상북도 포항시 북구 두호동 1087번지,2011502018807500004,5020000,경상북도 포항시 북구 용두산길 3 (두호동),,,01,영업/정상,준대규모점포,,,054-251-6213
(주)지에스리테일 포항창포점,복합쇼핑몰,,413632.851469078,287436.511484075,2026-05-07 22:37:44,I,1,정상영업,2025-05-08 09:34:17,,2011-08-02,1475.63,791-804,경상북도 포항시 북구 두호동 1103번지 2호,2011502018807500003,5020000,경상북도 포항시 북구 새천년대로1076번길 4 (두호동),,,01,영업/정상,준대규모점포,,,054-256-9666
(주)지에스리테일 포항죽도점,복합쇼핑몰,,412682.393387098,283074.461465934,2026-05-07 22:37:43,I,1,정상영업,2025-05-08 08:55:25,,2011-08-02,1974,791-843,경상북도 포항시 북구 죽도동 607번지 1호,2011502018807500002,5020000,경상북도 포항시 북구 중흥로 244 (죽도동),,,01,영업/정상,준대규모점포,,,054-278-1448
매일종합상가,그 밖의 대규모점포,2020-11-04,201024.481364815,445492.334204608,2025-12-15 16:15:28,I,3,폐업처리,2020-11-06 09:33:52,,2011-08-02,3917,,서울특별시 서초구 잠원동 60번지 3호,2011321012207500001,3210000,"서울특별시 서초구 잠원로4길 54 (잠원동, 매일종합상가)",06522,,03,폐업,대규모점포,,,
(주)지에스리테일 재송점,그 밖의 대규모점포,2014-04-03,393767.387550068,190085.274360331,2026-05-10 22:54:10,I,3,폐업처리,2014-04-03 10:21:18,,2011-08-01,439,612-832,부산광역시 해운대구 재송2동 1145번지 1호 보라스카이타운 202호,2011333010307500003,3330000,"부산광역시 해운대구 재반로 150, 202호 (재송동,보라스카이타운)",,,03,폐업,준대규모점포,,,051-782-1666
GS THE FRESH 대동점,구분없음,,397869.026215714,188558.251043043,2026-05-10 22:54:10,I,1,정상영업,2025-05-20 17:22:54,,2011-08-01,540,,부산광역시 해운대구 좌동 1228번지 대동타운상가 지하1층,2011333010307500002,3330000,"부산광역시 해운대구 대천로103번길 29 (좌동, 대동타운 대동상가)",48078,,01,영업/정상,준대규모점포,,,051-701-0191
YZ Park 홍대점,전문점,,193296.791432042,450562.931242819,2025-12-15 16:15:28,I,1,정상영업,2020-03-30 14:19:59,,2011-07-29,22471.9,121-818,서울특별시 마포구 동교동 166번지 15호,2011313011807500002,3130000,서울특별시 마포구 양화로 176 (동교동),,,01,영업/정상,대규모점포,,,02-517-7885
(주)지에스리테일거제신현점,구분없음,2023-02-09,348155.835262682,155727.366439313,2025-12-15 16:15:28,I,3,폐업처리,2023-02-09 09:47:26,,2011-07-26,1128,,경상남도 거제시 고현동 970번지 10호,2011537016507500004,5370000,경상남도 거제시 서문로 51 (고현동),53252,,03,폐업,준대규모점포,,,055-736-5001
(주)지에스리테일거제옥포점,구분없음,,354809.000928396,156307.929239522,2025-12-15 16:15:28,I,1,정상영업,2023-02-09 09:42:54,,2011-07-26,2167,,,2011537016507500003,5370000,"경상남도 거제시 옥포대첩로 62 (옥포동, 영남실업㈜)",53229,,01,영업/정상,준대규모점포,,,055-736-5070
(주)지에스리테일거제신현점,구분없음,,348155.835262682,155727.366439313,2025-12-15 16:15:28,I,1,정상영업,2025-04-10 10:41:32,,2011-07-26,1128,656-304,경상남도 거제시 고현동 970번지 10호,2011537016507500002,5370000,경상남도 거제시 서문로 51 (고현동),,2010-04-10,01,영업/정상,준대규모점포,,,055-736-5001
(주)서원유통 탑마트 거제 옥포점,구분없음,,354809.000928396,156307.929239522,2025-12-15 16:15:28,I,1,정상영업,2025-04-24 10:23:58,,2011-07-26,2167,656-130,경상남도 거제시 옥포동 533번지 3호 외 5필지,2011537016507500001,5370000,경상남도 거제시 옥포대첩로 62 (옥포동),,2009-08-10,01,영업/정상,준대규모점포,,,051-330-2583
홈플러스(주) 전주효자점,대형마트,,210232.852798594,256286.73889888,2025-12-15 16:15:28,I,1,정상영업,2024-03-04 11:08:21,,2011-07-26,22657,560-856,전북특별자치도 전주시 완산구 효자동1가 431번지 5호,2011464036307500003,4641000,전북특별자치도 전주시 완산구 용머리로 31 (효자동1가),,,01,영업/정상,대규모점포,,,063-281-8125
롯데슈퍼안면도점,그 밖의 대규모점포,,141107.847258754,334985.259300004,2026-03-26 22:48:23,I,1,정상영업,2014-11-25 16:37:52,,2011-07-26,617,357-961,충청남도 태안군 안면읍 승언리 1277번지 1호,2011462006607500001,4620000,충청남도 태안군 안면읍 방포로 35,,,01,영업/정상,준대규모점포,,,
(주)지에스리테일홍천점,그 밖의 대규모점포,,277870.200862898,465464.803193958,2025-12-15 16:15:28,I,1,정상영업,2016-02-05 14:23:14,,2011-07-26,1441,250-805,강원특별자치도 홍천군 홍천읍 신장대리 62번지 1호,2011425009607500001,4251000,강원특별자치도 홍천군 홍천읍 홍천로 344,,,01,영업/정상,준대규모점포,,,033-435-0085
(주)지에스리테일신주례점,복합쇼핑몰,,383384.19405997,185715.842995396,2025-12-15 16:15:28,I,1,정상영업,2025-04-20 16:08:45,,2011-07-26,558,617-832,부산광역시 사상구 주례2동 10번지 4호 엘지신주례아파트 상가동 제지하층 제1호,2011339008307500003,3390000,"부산광역시 사상구 백양대로342번길 17, 상가동 지하1호 (주례동, 신주례엘지아파트)",,,01,영업/정상,준대규모점포,,,051-326-6690
(주)지에스리테일주례점,복합쇼핑몰,,382436.672627765,185119.096733246,2025-12-15 16:15:28,I,1,정상영업,2025-04-20 16:17:08,,2011-07-26,745,617-010,부산광역시 사상구 주례동 595번지 럭키종합상가 제18동 제지하층,2011339008307500002,3390000,"부산광역시 사상구 가야대로284번길 2, 18동 지하층 (주례동, 럭키종합상가)",,,01,영업/정상,준대규모점포,,,
홈플러스(주)익스프레스 부전점,구분없음,,387908.119183991,186683.255444045,2026-07-04 22:18:10,U,1,정상영업,2026-07-03 13:20:43,,2011-07-26,357.35,614-042,부산광역시 부산진구 전포2동 876번지 4호,2011329008507500007,3290000,부산광역시 부산진구 중앙대로 786 (전포동),,,01,영업/정상,준대규모점포,,,051-806-8547
(주)지에스리테일 부암점,구분없음,,385570.015221682,187424.7082035,2025-12-15 16:15:28,I,1,정상영업,2019-01-07 15:30:58,,2011-07-26,836.2,614-840,부산광역시 부산진구 부암동 500번지 외 4필지,2011329008507500006,3290000,"부산광역시 부산진구 당감서로80번길 19, 21동 상가층 (부암동)",,,01,영업/정상,준대규모점포,,,051-802-4944
(주)지에스리테일 개금점,구분없음,,385002.870304631,186361.24583842,2025-12-15 16:15:28,I,1,정상영업,2025-04-14 10:11:02,,2011-07-26,580.3,614-810,부산광역시 부산진구 개금3동 53번지 3호 지하 1층,2011329008507500005,3290000,부산광역시 부산진구 백양관문로 3 (개금동),,,01,영업/정상,준대규모점포,,,051-895-5161
